Freq [GHz],"re(St(M4_p_T1,M4_p_T1)) []","im(St(M4_p_T1,M4_p_T1)) []","re(St(M4_p_T1,M4_n_T1)) []","im(St(M4_p_T1,M4_n_T1)) []","re(St(M4_p_T1,M3_p_T1)) []","im(St(M4_p_T1,M3_p_T1)) []","re(St(M4_p_T1,M3_n_T1)) []","im(St(M4_p_T1,M3_n_T1)) []","re(St(M4_n_T1,M4_p_T1)) []","im(St(M4_n_T1,M4_p_T1)) []","re(St(M4_n_T1,M4_n_T1)) []","im(St(M4_n_T1,M4_n_T1)) []","re(St(M4_n_T1,M3_p_T1)) []","im(St(M4_n_T1,M3_p_T1)) []","re(St(M4_n_T1,M3_n_T1)) []","im(St(M4_n_T1,M3_n_T1)) []","re(St(M3_p_T1,M4_p_T1)) []","im(St(M3_p_T1,M4_p_T1)) []","re(St(M3_p_T1,M4_n_T1)) []","im(St(M3_p_T1,M4_n_T1)) []","re(St(M3_p_T1,M3_p_T1)) []","im(St(M3_p_T1,M3_p_T1)) []","re(St(M3_p_T1,M3_n_T1)) []","im(St(M3_p_T1,M3_n_T1)) []","re(St(M3_n_T1,M4_p_T1)) []","im(St(M3_n_T1,M4_p_T1)) []","re(St(M3_n_T1,M4_n_T1)) []","im(St(M3_n_T1,M4_n_T1)) []","re(St(M3_n_T1,M3_p_T1)) []","im(St(M3_n_T1,M3_p_T1)) []","re(St(M3_n_T1,M3_n_T1)) []","im(St(M3_n_T1,M3_n_T1)) []"
202,0.345654555204432,0.355923663590715,0.098136368824593,-0.333193024452172,-0.152942977375052,-0.240774829152494,0.408536599164123,-0.49686230618133,0.098136368824593,-0.333193024452172,0.344538510672105,0.356341144284581,0.408500085880866,-0.496786772331651,-0.151800914916061,-0.241544898267809,-0.152942977375052,-0.240774829152494,0.408500085880866,-0.496786772331651,0.404498918221353,0.352033606814578,0.009899198726668,-0.254040109921564,0.408536599164123,-0.49686230618133,-0.151800914916061,-0.241544898267809,0.009899198726668,-0.254040109921564,0.403188565644489,0.35277576298685
203,0.349905969511772,0.352460841093353,0.096896873040342,-0.331985355547247,-0.156289447214068,-0.237472770808769,0.404975871132753,-0.500391745285076,0.096896873040342,-0.331985355547247,0.348791890183155,0.352894709531592,0.404938190909068,-0.500311771988796,-0.155149986040707,-0.238265923107998,-0.156289447214068,-0.237472770808769,0.404938190909068,-0.500311771988796,0.409338540589266,0.347108111063673,0.008967594095207,-0.252117742980702,0.404975871132753,-0.500391745285076,-0.155149986040707,-0.238265923107998,0.008967594095207,-0.252117742980702,0.408026419396752,0.34786943129791
204,0.354084777679238,0.348947569060353,0.095656598883275,-0.330772044627847,-0.15956160796511,-0.234129709142145,0.4013999567888,-0.50390347678487,0.095656598883275,-0.330772044627847,0.352972946583597,0.349397786231795,0.401361209665147,-0.503818965025596,-0.158425113670835,-0.234945998200625,-0.15956160796511,-0.234129709142145,0.401361209665147,-0.503818965025596,0.414081463588126,0.342121142546637,0.008038702432615,-0.250182687773384,0.4013999567888,-0.50390347678487,-0.158425113670835,-0.234945998200625,0.008038702432615,-0.250182687773384,0.412767828178655,0.342901594306156
205,0.358190800225505,0.345385278321156,0.094416090760816,-0.32955261922046,-0.162759438751992,-0.230747190956816,0.397808232824122,-0.507397876219279,0.094416090760816,-0.32955261922046,0.357081499662546,0.345851800502158,0.397768521963428,-0.507308728469637,-0.16162627792244,-0.23158666564554,-0.162759438751992,-0.230747190956816,0.397768521963428,-0.507308728469637,0.418727409712933,0.337074497601915,0.007113457091786,-0.248234414655093,0.397808232824122,-0.507397876219279,-0.16162627792244,-0.23158666564554,0.007113457091786,-0.248234414655093,0.417412511373728,0.337874043129493
206,0.362223873681284,0.341775378996532,0.093175898080115,-0.328326639044012,-0.165882936267486,-0.22732673900459,0.394200071823249,-0.510875280094263,0.093175898080115,-0.328326639044012,0.361117385183546,0.342258157753809,0.394159503504236,-0.510781400381463,-0.1647534764662,-0.228189443498711,-0.165882936267486,-0.22732673900459,0.394159503504236,-0.510781400381463,0.423276118362752,0.331969949855946,0.006192796257716,-0.246272439382727,0.394200071823249,-0.510875280094263,-0.1647534764662,-0.228189443498711,0.006192796257716,-0.246272439382727,0.42196020516962,0.332788546277367
207,0.366183849774499,0.338119261129943,0.091936574223601,-0.327093695304763,-0.168932113922939,-0.223869852701372,0.390574843450367,-0.514335986670563,0.091936574223601,-0.327093695304763,0.365080454068559,0.338618243321741,0.390533527060269,-0.514237280642765,-0.167806723677661,-0.22475582648629,-0.168932113922939,-0.223869852701372,0.390533527060269,-0.514237280642765,0.42772734497112,0.326809251140883,0.005277661637706,-0.244296322224564,0.390574843450367,-0.514335986670564,-0.167806723677661,-0.22475582648629,0.005277661637706,-0.244296322224564,0.426410661690198,0.327646850569045
208,0.370070594669151,0.334418295315033,0.090698675576638,-0.325853409991413,-0.17190700105742,-0.220378008836183,0.386931915579895,-0.517780256750477,0.090698675576638,-0.325853409991413,0.368970571635547,0.334933423090746,0.386889963606519,-0.517676631743957,-0.170786049846826,-0.221287286711217,-0.17190700105742,-0.220378008836183,0.386889963606519,-0.517676631743957,0.432080860205145,0.321594132401792,0.00436899721363,-0.242305667073306,0.386931915579895,-0.517780256750477,-0.170786049846826,-0.221287286711217,0.00436899721363,-0.242305667073306,0.430763648196275,0.322450682041433
209,0.373883988255427,0.330673833317728,0.08946276060488,-0.324605435171844,-0.174807642203595,-0.216852662271151,0.383270655373377,-0.521208314462583,0.08946276060488,-0.324605435171844,0.372787616887195,0.331205044116068,0.383228183396441,-0.521099679569741,-0.173691500444361,-0.217785274350835,-0.174807642203595,-0.216852662271151,0.383228183396441,-0.521099679569741,0.436336449230164,0.316326304591578,0.00346774805314,-0.240300120563656,0.383270655373377,-0.521208314462583,-0.173691500444361,-0.217785274350835,0.00346774805314,-0.240300120563656,0.435018946351847,0.317201746844701
210,0.377623923488666,0.3268872086916,0.088229388978942,-0.323349452292716,-0.17763409640767,-0.213295246631093,0.379590430305274,-0.524620348043201,0.088229388978942,-0.323349452292716,0.376531481848435,0.327434435237434,0.379547556986965,-0.524506614181419,-0.176523135441734,-0.214251218344096,-0.17763409640767,-0.213295246631094,0.379547556986965,-0.524506614181419,0.440493911036907,0.311007459552128,0.002574859176813,-0.238279371195676,0.379590430305274,-0.524620348043201,-0.176523135441734,-0.214251218344096,0.002574859176813,-0.238279371195676,0.439176351552786,0.311901732124173
211,0.381290305774891,0.323059737385285,0.086999120744134,-0.322085171483018,-0.180386436600784,-0.209707174981434,0.375890609140173,-0.528016510613489,0.086999120744134,-0.322085171483019,0.380202070950435,0.323622907685248,0.375847456214873,-0.527897590594851,-0.179281028682696,-0.210686527067143,-0.180386436600784,-0.209707174981434,0.375847456214873,-0.527897590594851,0.444553057828224,0.305639270880267,0.00169127447836,-0.236243148465044,0.375890609140173,-0.528016510613489,-0.179281028682696,-0.210686527067143,0.00169127447836,-0.236243148465044,0.443235672315057,0.306552306887114
212,0.384883052400683,0.319192718340888,0.085772515533046,-0.320812330862551,-0.183064749019375,-0.206089840493361,0.372170562863829,-0.531396920951244,0.085772515533047,-0.320812330862551,0.383799300458876,0.319771755677879,0.372127255126936,-0.531272729553144,-0.181965267303614,-0.207092588996148,-0.183064749019375,-0.206089840493361,0.372127255126936,-0.531272729553144,0.448513714462549,0.300223394777321,0.00081793569511,-0.234191222001129,0.372170562863829,-0.531396920951244,-0.181965267303614,-0.207092588996148,0.00081793569511,-0.234191222001129,0.447196729719638,0.301155122853181
213,0.388402092005243,0.315287434082395,0.084550131818885,-0.31953069585614,-0.185669132672107,-0.202444617095235,0.368429665570342,-0.534761664256592,0.084550131818885,-0.31953069585614,0.387323097944336,0.315882257009073,0.368386330866137,-0.534632118293228,-0.184575951200243,-0.203470773356444,-0.185669132672107,-0.202444617095235,0.368386330866136,-0.534632118293228,0.452375717951355,0.294761470881194,-4.4218573876916E-05,-0.232123400713663,0.368429665570342,-0.534761664256592,-0.184575951200243,-0.203470773356444,-4.42185738769039E-05,-0.232123400713663,0.451059356911412,0.295711815287467
214,0.391847364092577,0.311345151293273,0.083332526207518,-0.318240058514341,-0.188199698851034,-0.198772860109397,0.364667295307701,-0.538110792910888,0.083332526207518,-0.318240058514341,0.390773401792746,0.311955673624661,0.364624064516188,-0.537975811305651,-0.187113192538627,-0.199822430757084,-0.188199698851034,-0.198772860109397,0.364624064516188,-0.537975811305651,0.45613891700798,0.289255123080013,-0.000894253804635,-0.230039531948681,0.364667295307701,-0.538110792910888,-0.187113192538627,-0.199822430757084,-0.000894253804635,-0.230039531948681,0.454823398649404,0.290224003815177
215,0.395218818581802,0.307367121382498,0.082120252766288,-0.316940236841218,-0.190656570684797,-0.195075906873603,0.360882834883812,-0.54144432722823,0.082120252766288,-0.316940236841218,0.394150160753905,0.307993252187809,0.360839841906477,-0.541303831087003,-0.189577115307916,-0.196148893810072,-0.190656570684797,-0.195075906873603,0.360839841906477,-0.541303831087003,0.459803171645283,0.283705960306501,-0.00173124044247,-0.227939500654242,0.360882834883812,-0.54144432722823,-0.189577115307916,-0.196148893810072,-0.00173124044247,-0.227939500654242,0.458488710905845,0.284693293217104
216,0.398516415393655,0.303354581038369,0.080913862387721,-0.315631074129722,-0.193039882731697,-0.191355077346444,0.357075672635043,-0.544762256199127,0.080913862387722,-0.315631074129722,0.397453333526142,0.30399622463216,0.357033054379462,-0.544616168884484,-0.191967854912942,-0.192451477733622,-0.193039882731697,-0.191355077346444,0.357033054379462,-0.544616168884484,0.463368352819709,0.278115577312356,-0.002554254755841,-0.225823228556354,0.357075672635043,-0.544762256199127,-0.191967854912942,-0.192451477733622,-0.002554254755841,-0.225823228556354,0.46205516051163,0.279121274205177
217,0.401740124071354,0.29930875276954,0.07971390218635,-0.314312438305107,-0.195349780610606,-0.187611674696151,0.353245203159224,-0.548064538225924,0.07971390218635,-0.314312438305107,0.400682888375284,0.299965808702321,0.353203099522453,-0.547912785432236,-0.194285557804537,-0.188731480938847,-0.195349780610606,-0.187611674696151,0.353203099522453,-0.547912785432236,0.466834342119419,0.272485555422,-0.003362379652145,-0.223690673345413,0.353245203159224,-0.548064538225925,-0.194285557804537,-0.188731480938847,-0.003362379652145,-0.223690673345413,0.465522624845851,0.273509524177455
218,0.404889923434034,0.295230845432806,0.078520914926923,-0.312984221276713,-0.197586420667749,-0.183846985872312,0.349390828014943,-0.551351101849685,0.078520914926923,-0.312984221276713,0.403838802786159,0.295903208481192,0.349349381865636,-0.551193611679121,-0.196530381145601,-0.184990185599422,-0.197586420667749,-0.183846985872312,0.349349381865636,-0.551193611679121,0.470201031494237,0.266817463265166,-0.004154705457546,-0.221541827873372,0.349390828014943,-0.551351101849685,-0.196530381145601,-0.184990185599422,-0.004154705457546,-0.221541827873372,0.468890991567154,0.267859607952015
219,0.407965801261047,0.291122054747201,0.077335438482398,-0.311646338298394,-0.199749969677463,-0.180062282160057,0.345511956388908,-0.554621846468299,0.077335438482398,-0.311646338298394,0.406921063144913,0.291809614903749,0.345471313548086,-0.554458549507734,-0.198702492511053,-0.181228858203768,-0.199749969677463,-0.180062282160057,0.345471313548086,-0.554458549507734,0.47346832302528,0.26111285748786,-0.004930330662824,-0.219376719361791,0.345511956388908,-0.554621846468299,-0.198702492511053,-0.181228858203768,-0.004930330662824,-0.219376719361791,0.472160158384784,0.262173078479295
220,0.410967754005503,0.286983563794099,0.076158005320137,-0.310298727337796,-0.201840604575132,-0.176258819716366,0.341608005733035,-0.557876643045673,0.076158005320137,-0.310298727337796,0.409929664450538,0.287686206256916,0.341568314953446,-0.557707472444469,-0.200802069619851,-0.177448750089417,-0.201840604575132,-0.176258819716366,0.341568314953446,-0.557707472444469,0.476636128732188,0.255373283441315,-0.005688362637198,-0.217195408620795,0.341608005733035,-0.557876643045673,-0.200802069619851,-0.177448750089417,-0.005688362637198,-0.217195408620795,0.475330032867262,0.256451477532488
221,0.413895786535458,0.282816543503008,0.074989142014841,-0.308941348454627,-0.203858512220562,-0.172437840088188,0.337678402372865,-0.561115334811881,0.074989142014841,-0.308941348454627,0.412864610054014,0.283534148665262,0.337639815316864,-0.560940226360554,-0.202829300097363,-0.173651097959257,-0.203858512220562,-0.172437840088188,0.337639815316864,-0.560940226360554,0.479704370415982,0.249600275848628,-0.006427918311895,-0.214997989278959,0.337678402372865,-0.561115334811881,-0.202829300097363,-0.173651097959257,-0.006427918311895,-0.214997989278959,0.478400532286712,0.250696336375675
222,0.416749911901265,0.278622153122848,0.073829368786815,-0.307574183187992,-0.205803889190139,-0.168600570712122,0.333722582088795,-0.564337737954266,0.073829368786815,-0.307574183187992,0.41572591142358,0.279354596562279,0.333685253304682,-0.564156630164004,-0.204784381266416,-0.169837124379413,-0.205803889190139,-0.168600570712122,0.333685253304682,-0.564156630164004,0.482672979535667,0.2437953594488,-0.007148124835209,-0.212784587024023,0.333722582088795,-0.564337737954266,-0.204784381266416,-0.169837124379413,-0.007148124835209,-0.212784587024023,0.481371583496953,0.244909176409447
223,0.419530151127627,0.274401540678518,0.072679199064218,-0.306197233952851,-0.207676941596166,-0.164748225395456,0.329739990671574,-0.567543642299476,0.072679199064218,-0.306197233952851,0.418513587934695,0.275148693147081,0.329704077568318,-0.567356476482505,-0.206667519965452,-0.166008038258556,-0.207676941596166,-0.164748225395456,0.329704077568318,-0.567356476482505,0.485541897116731,0.237960049618017,-0.007848120200662,-0.210555358854313,0.329739990671575,-0.567543642299476,-0.206667519965452,-0.166008038258556,-0.007848120200662,-0.210555358854313,0.484243122843547,0.239091509793795
224,0.422236533028988,0.270155843412639,0.071539139068051,-0.304810523445564,-0.209477884931873,-0.160882004778403,0.325730084453392,-0.570732811986497,0.071539139068051,-0.304810523445564,0.421227666683297,0.270917570826369,0.325695747273674,-0.57053953233727,-0.208478932392258,-0.162165035308486,-0.209477884931873,-0.160882004778403,0.325695747273674,-0.57053953233727,0.488311073689836,0.23209585296797,-0.0085270538498,-0.208310492340686,0.325730084453392,-0.570732811986497,-0.208478932392258,-0.162165035308486,-0.0085270538498,-0.208310492340686,0.487015096104057,0.233244840048132
225,0.424869094046916,0.265886188212366,0.070409687418664,-0.30341409405849,-0.211206943940619,-0.157003096777414,0.321692330815848,-0.573904986130789,0.070409687418664,-0.30341409405849,0.423868182321054,0.2666623516416,0.321659732607365,-0.573705539807972,-0.210218843971815,-0.158309298485872,-0.211206943940619,-0.157003096777414,0.321659732607365,-0.573705539807972,0.490980469258006,0.226204267921153,-0.009184087251072,-0.206050204898769,0.321692330815848,-0.573904986130789,-0.210218843971815,-0.158309298485872,-0.009184087251072,-0.206050204898769,0.489687458456866,0.227370662628321
226,0.427427878108235,0.261593692021224,0.069291334762673,-0.302008007303549,-0.212864352507887,-0.153112677009457,0.317626208676004,-0.577059879479629,0.069291334762674,-0.302008007303549,0.426435176911344,0.262384147681276,0.317595515260947,-0.576854216688863,-0.21188748924687,-0.154441998415051,-0.212864352507887,-0.153112677009457,0.317595515260947,-0.576854216688863,0.493550053290719,0.220286785263031,-0.009818394456154,-0.203774743071232,0.317626208676004,-0.577059879479629,-0.21188748924687,-0.154441998415051,-0.009818394456154,-0.203774743071232,0.492260174476945,0.221470465480643
227,0.429912936502682,0.257279462235951,0.068184563419201,-0.300592343244611,-0.214450353574738,-0.149211909197228,0.313531208951646,-0.580197183058849,0.068184563419201,-0.300592343244611,0.428928699804745,0.258084061478361,0.313502588894305,-0.579985257136258,-0.213485111789894,-0.15056429379183,-0.214450353574738,-0.149211909197228,0.313502588894305,-0.579985257136258,0.496019804743385,0.214344888671072,-0.010429162634985,-0.201484381819777,0.313531208951646,-0.580197183058849,-0.213485111789894,-0.15056429379183,-0.010429162634985,-0.201484381819777,0.494733218157068,0.215545729572672
228,0.43232432777893,0.252944597088349,0.067089847044442,-0.299167199938596,-0.215965199071411,-0.145301945555237,0.309406835006827,-0.583316564811133,0.067089847044442,-0.299167199938596,0.43134880753289,0.253763186392819,0.30938045957924,-0.583098332307541,-0.215011964135125,-0.146677331768267,-0.215965199071411,-0.145301945555237,0.30938045957924,-0.583098332307541,0.498389712100715,0.208380055220621,-0.011015592590731,-0.199179423826532,0.309406835006827,-0.583316564811133,-0.215011964135125,-0.146677331768267,-0.011015592590731,-0.199179423826532,0.49710657295298,0.209597929401044
229,0.434662117657873,0.248590186012191,0.066007650313615,-0.297732692885073,-0.217409149869842,-0.14138392715676,0.305252603078693,-0.586417670226092,0.066007650313615,-0.297732692885073,0.433695563719585,0.24942260697932,0.305228646224281,-0.586193090991925,-0.216468307729476,-0.142782248318401,-0.217409149869842,-0.14138392715676,0.305228646224281,-0.586193090991925,0.500659773442607,0.202393755867658,-0.011576899255786,-0.196860198804475,0.305252603078693,-0.586417670226092,-0.216468307729476,-0.142782248318401,-0.011576899255786,-0.196860198804475,0.499380231851145,0.203628533476154
230,0.436926378962112,0.244217309995252,0.064938428619399,-0.296288954484194,-0.2187824757539,-0.137458984281672,0.30106804268653,-0.589500122962354,0.064938428619399,-0.296288954484194,0.435969039008119,0.245063399340175,0.301046680981646,-0.589269160233174,-0.217854412901104,-0.138880168584955,-0.2187824757539,-0.137458984281672,0.301046680981646,-0.589269160233174,0.502829996531167,0.196387455908477,-0.012112312169856,-0.194527062816509,0.30106804268653,-0.589500122962354,-0.217854412901104,-0.138880168584955,-0.012112312169856,-0.194527062816509,0.501554197457707,0.197639004783815
231,0.439117191560632,0.239827041916527,0.063882627786031,-0.294836133502734,-0.220085455406194,-0.133528236745184,0.296852697023913,-0.592563525461899,0.063882627786031,-0.294836133502734,0.438169311003776,0.24068663146359,0.296834109637242,-0.592326145944548,-0.219170558844513,-0.13497220720704,-0.220085455406194,-0.133528236745184,0.296834109637242,-0.592326145944548,0.504900398917598,0.190362615416374,-0.012621075941113,-0.192180397602796,0.296852697023913,-0.592563525461899,-0.219170558844513,-0.13497220720704,-0.012621075941113,-0.192180397602796,0.503628482107391,0.19163080122396
232,0.441234642327694,0.235420446868771,0.062840683798289,-0.293374394548013,-0.22131837641034,-0.129592794207523,0.292606123334781,-0.595607459556916,0.062840683798289,-0.293374394548013,0.440296464230576,0.236293363547327,0.292590491984519,-0.595363633516208,-0.220417033621076,-0.131059468628892,-0.22131837641034,-0.129592794207523,0.292590491984519,-0.595363633516208,0.506871008067692,0.184320689655415,-0.013102450691319,-0.189820609915917,0.292606123334781,-0.595607459556916,-0.220417033621076,-0.131059468628892,-0.013102450691319,-0.189820609915917,0.505603107991088,0.185605376026471
233,0.443278825115034,0.230998582466465,0.061813022544628,-0.291903917549451,-0.222481535267618,-0.125653756464614,0.288327893274208,-0.598631487069452,0.061813022544628,-0.291903917549451,0.442350590101313,0.231884648307931,0.288315402182958,-0.598381188415375,-0.221594134173918,-0.127143047389708,-0.222481535267618,-0.125653756464614,0.288315402182958,-0.598381188415375,0.508741861504747,0.178263129471426,-0.013555712485756,-0.187448130863449,0.288327893274208,-0.598631487069452,-0.221594134173917,-0.127143047389708,-0.013555712485756,-0.187448130863449,0.507478107300954,0.179564178144245
234,0.445249840736461,0.22656249913935,0.060800059573794,-0.290424897247515,-0.223575237426996,-0.121712213719846,0.284017593254576,-0.601635150404118,0.060800059573795,-0.290424897247515,0.444331786900036,0.227461531275614,0.284008429101899,-0.601378356779499,-0.222702166356134,-0.12322402839465,-0.223575237426996,-0.121712213719846,0.284008429101899,-0.601378356779499,0.510513006968766,0.172191381660292,-0.013980153748751,-0.185063415257496,0.284017593254576,-0.601635150404118,-0.222702166356134,-0.12322402839465,-0.013980153748751,-0.185063415257496,0.509253522391867,0.173508652623609
235,0.44714779696403,0.222113240411685,0.059802199864303,-0.288937542689786,-0.224599797327512,-0.11776924683698,0.27967482477783,-0.604617973134163,0.059802199864303,-0.288937542689786,0.446240159776105,0.22302505107499,0.27966917665038,-0.604354666002737,-0.223741444971361,-0.119303487167099,-0.224599797327512,-0.11776924683698,0.27966917665038,-0.604354666002737,0.512184502590815,0.166106889313736,-0.014375083665496,-0.182666940970748,0.27967482477783,-0.604617973134163,-0.223741444971361,-0.119303487167099,-0.014375083665496,-0.182666940970749,0.51092940595815,0.167440240952232
236,0.448972808534975,0.217651843167397,0.058819837606176,-0.287442076733889,-0.225555538452054,-0.11382592757432,0.27529920475442,-0.607579460581198,0.058819837606176,-0.287442076733889,0.448075820749033,0.218576239691805,0.275297264093604,-0.607309625316021,-0.224712293825717,-0.115382490082244,-0.225555538452054,-0.11382592757432,0.275297264093604,-0.607309625316021,0.513756417081507,0.160011092142711,-0.014739828570832,-0.180259208298603,0.27529920475442,-0.607579460581198,-0.224712293825717,-0.115382490082244,-0.014739828570832,-0.180259208298603,0.512505821224507,0.161360381384668
237,0.45072499716863,0.213179337901284,0.057853355994425,-0.285938735557001,-0.226442793391604,-0.109883318800228,0.270890365809512,-0.610519100388864,0.057853355994425,-0.285938735557,0.449838888723344,0.214116122725838,0.270892326356608,-0.610242726361023,-0.225615045790215,-0.111462094582112,-0.226442793391604,-0.109883318800228,0.270892326356608,-0.610242726361023,0.515228829932577,0.15390542677857,-0.01507373232559,-0.177840739326894,0.270890365809513,-0.610519100388864,-0.225615045790215,-0.111462094582112,-0.01507373232559,-0.177840739326894,0.513982842150151,0.155270509245695
238,0.452404491592597,0.208696748956479,0.056903127033779,-0.284427768171683,-0.22726190391903,-0.105942474690107,0.266447956576981,-0.613436363090742,0.056903127033779,-0.284427768171683,0.451529489512709,0.209645719630163,0.266454014315659,-0.613153443758288,-0.226450042872713,-0.107543349372152,-0.22726190391903,-0.105942474690108,0.266454014315659,-0.613153443758288,0.516601831630567,0.147791327052181,-0.015376156681022,-0.175412077304784,0.266447956576981,-0.613436363090742,-0.226450042872713,-0.107543349372152,-0.015376156681022,-0.175412077304784,0.515360553645144,0.149172057211608
239,0.454011427577465,0.204205094748351,0.055969511354196,-0.282909435947752,-0.228013221071547,-0.102004440904972,0.261971641981683,-0.616330702672808,0.055969511354196,-0.282909435947752,0.453147755872668,0.205166043936967,0.261981995077865,-0.616041235669849,-0.22721763629854,-0.10362729459948,-0.228013221071547,-0.102004440904972,0.261981995077865,-0.616041235669849,0.517875523881675,0.141670224251168,-0.01564648163184,-0.172973786022351,0.261971641981683,-0.616330702672808,-0.22721763629854,-0.10362729459948,-0.01564648163184,-0.172973786022351,0.51663905179801,0.143066455569642
240,0.4555459479794,0.19970538797505,0.05505285803676,-0.28138401213991,-0.228697105240985,-0.098070254751729,0.257461103510455,-0.61920155713072,0.05505285803676,-0.28138401213991,0.45469382754125,0.200678103470121,0.257475952249451,-0.618905544356611,-0.227918186598947,-0.099714962012923,-0.228697105240985,-0.098070254751729,0.257475952249451,-0.618905544356612,0.519050019846859,0.135543547355466,-0.015884105758271,-0.170526449192426,0.257461103510455,-0.61920155713072,-0.227918186598947,-0.099714962012923,-0.015884105758271,-0.170526449192426,0.517818444113706,0.136955132455702
241,0.457008202789964,0.195198635814901,0.05415350444958,-0.279851781420892,-0.229313926271028,-0.094140945325316,0.252916039472231,-0.622048349022234,0.05415350444958,-0.279851781420892,0.456167851286878,0.196182900544702,0.252935586193101,-0.621745796730783,-0.22855206370653,-0.095807375104982,-0.229313926271028,-0.094140945325316,0.252935586193101,-0.621745796730783,0.520125444386305,0.129412723251359,-0.016088446557545,-0.168070669836233,0.252916039472231,-0.622048349022234,-0.22855206370653,-0.095807375104983,-0.016088446557545,-0.168070669836233,0.518898849761072,0.130839514070594
242,0.458398349192544,0.190685840110871,0.053271776093352,-0.278313039419835,-0.229864063560597,-0.090217533632837,0.248336165247669,-0.624870486015034,0.053271776093352,-0.278313039419835,0.45756998096292,0.191681432153702,0.248360614274749,-0.62456140490365,-0.229119647056828,-0.091905549235869,-0.229864063560597,-0.090217533632837,0.248360614274749,-0.62456140490365,0.521101934312404,0.123279176924232,-0.01625894076515,-0.165607069672392,0.248336165247669,-0.624870486015034,-0.229119647056828,-0.091905549235869,-0.01625894076515,-0.165607069672392,0.519880399828906,0.12472102487493
243,0.459716551624809,0.186167997542304,0.052407986456279,-0.276768092265629,-0.230347906172586,-0.086301032699843,0.243721213528608,-0.627667361430257,0.052407986456279,-0.276768092265629,0.458900377568311,0.18717469014211,0.24375077110015,-0.627351766728972,-0.229621325695291,-0.088010491739751,-0.230347906172586,-0.086301032699843,0.24375077110015,-0.627351766728972,0.521979638650425,0.117144331630203,-0.016395044666152,-0.163136288508852,0.243721213528608,-0.627667361430257,-0.229621325695291,-0.088010491739751,-0.016395044666152,-0.163136288508852,0.520763237589847,0.11860108776292
244,0.460962981846622,0.181646099784165,0.05156243687808,-0.27521725613499,-0.230765852947159,-0.082392447658937,0.239070934547665,-0.630438354781996,0.05156243687808,-0.27521725613499,0.4601592093137,0.182663661368612,0.239105808741536,-0.630116266342259,-0.230057498388835,-0.084123202013372,-0.230765852947159,-0.082392447658937,0.239105808741536,-0.630116266342259,0.522758718906065,0.111009609046859,-0.01649623439685,-0.160658983637325,0.239070934547665,-0.630438354781997,-0.230057498388835,-0.084123202013372,-0.01649623439685,-0.160658983637325,0.521547518771254,0.112481124215237
245,0.462137819012876,0.177121133654017,0.050735416422845,-0.273660856805018,-0.231118312618841,-0.078492775820853,0.234385096298255,-0.633182832313035,0.050735416422845,-0.273660856805018,0.46134665169256,0.17814932785512,0.234425496954641,-0.632854274696218,-0.230428573741221,-0.080244671587205,-0.23111831261884,-0.078492775820853,0.234425496954641,-0.632854274696218,0.523439349339115,0.1048764294033,-0.016562006236968,-0.158175829229821,0.234385096298255,-0.633182832313036,-0.230428573741221,-0.080244671587205,-0.016562006236968,-0.158175829229821,0.522233411832327,0.106362554431173
246,0.463241249750737,0.172594081246931,0.049927201760518,-0.272099229209989,-0.231405703936652,-0.074603006728202,0.229663484745256,-0.635900147527094,0.049927201760518,-0.272099229209989,0.46246288755677,0.173632666924358,0.229709623386329,-0.635565150092598,-0.230734970311512,-0.076375884179319,-0.231405703936652,-0.074603006728202,0.229709623386329,-0.635565150092598,0.524021717242481,0.098746211589702,-0.016591876892574,-0.155687515736867,0.229663484745256,-0.635900147527094,-0.230734970311512,-0.076375884179319,-0.016591876892574,-0.155687515736867,0.522821098246695,0.100246797440269
247,0.464273468240794,0.168065920058606,0.049138057056833,-0.270532717002177,-0.231628455786542,-0.070724122192065,0.224905904026556,-0.638589641717821,0.049138057056834,-0.270532717002177,0.463508107196175,0.169114651325732,0.224957993773056,-0.638248238710708,-0.230977116734853,-0.072517815732128,-0.231628455786541,-0.070724122192065,0.224957993773056,-0.638248238710708,0.524506023225821,0.092620373246618,-0.016585383769858,-0.153194749287034,0.224905904026556,-0.638589641717821,-0.230977116734853,-0.072517815732128,-0.016585383769858,-0.153194749287034,0.523310772789758,0.094135271193651
248,0.465234676301653,0.163537623096878,0.048368233871542,-0.268961672116473,-0.231787007315388,-0.066857096311644,0.22011217664566,-0.641250644494782,0.048368233871542,-0.268961672116473,0.464482508421646,0.164596249349722,0.220170432130344,-0.640902875132829,-0.231155451844855,-0.068671434432225,-0.231787007315388,-0.066857096311644,0.220170432130344,-0.640902875132829,0.524892481503101,0.086500330834224,-0.016542085239878,-0.150698251087392,0.22011217664566,-0.641250644494782,-0.231155451844855,-0.068671434432225,-0.016542085239878,-0.150698251087392,0.52370264383006,0.088029392635279
249,0.466125083477516,0.159010158981888,0.047617971064794,-0.267386454338607,-0.231881808055852,-0.063002895477153,0.21528214365553,-0.643882474306673,0.047617971064794,-0.267386454338607,0.465386296651207,0.16007842493101,0.215346780933448,-0.643528382866758,-0.231270424796872,-0.064837700713507,-0.231881808055852,-0.063002895477153,0.215346780933448,-0.643528382866758,0.52518132018336,0.080387499681755,-0.016461560894343,-0.148198756824531,0.21528214365553,-0.643882474306673,-0.231270424796872,-0.064837700713507,-0.016461560894343,-0.148198756824531,0.523996933624007,0.081930577753312
